   ELEMENT       X-STR          Y-STR          XY-STR
   3927       -0.208E+02     -0.225E+01      0.357E+02
   3928       -0.128E+02     -0.608E+00      0.322E+02
   3929       -0.130E+02     -0.159E+01      0.354E+02
   3930       -0.482E+01      0.174E+00      0.318E+02
   3931       -0.502E+01     -0.100E+01      0.347E+02
   3932        0.338E+01      0.890E+00      0.310E+02
   3933        0.315E+01     -0.493E+00      0.337E+02
   3934        0.118E+02      0.152E+01      0.299E+02
   3935        0.115E+02     -0.732E-01      0.324E+02
   3936        0.204E+02      0.206E+01      0.285E+02
   3937        0.201E+02      0.247E+00      0.309E+02
   3938        0.292E+02      0.248E+01      0.268E+02
   3939        0.289E+02      0.461E+00      0.291E+02
   3940        0.383E+02      0.279E+01      0.249E+02
   3941        0.379E+02      0.567E+00      0.271E+02
   3942        0.476E+02      0.296E+01      0.228E+02
   3943        0.472E+02      0.570E+00      0.250E+02
   3944        0.571E+02      0.301E+01      0.206E+02
   3945        0.566E+02      0.476E+00      0.226E+02
   3946        0.667E+02      0.294E+01      0.182E+02
   3947        0.663E+02      0.300E+00      0.202E+02
   3948        0.765E+02      0.276E+01      0.157E+02
   3949        0.760E+02      0.618E-01      0.177E+02
   3950        0.864E+02      0.250E+01      0.131E+02
   3951        0.859E+02     -0.213E+00      0.150E+02
   3952        0.963E+02      0.217E+01      0.105E+02
   3953        0.958E+02     -0.495E+00      0.123E+02
   3954        0.106E+03      0.183E+01      0.784E+01
   3955        0.106E+03     -0.753E+00      0.957E+01
   3956        0.116E+03      0.150E+01      0.514E+01
   3957        0.115E+03     -0.954E+00      0.670E+01
   3958        0.125E+03      0.124E+01      0.236E+01
   3959        0.125E+03     -0.107E+01      0.370E+01
   3960        0.135E+03      0.108E+01     -0.536E+00
   3961       -0.117E+03     -0.103E+02      0.444E+01
   3962       -0.109E+03     -0.977E+01      0.123E+01
   3963       -0.109E+03     -0.101E+02      0.948E+01
   3964       -0.101E+03     -0.957E+01      0.640E+01
   3965       -0.101E+03     -0.978E+01      0.141E+02
   3966       -0.931E+02     -0.920E+01      0.111E+02
   3967       -0.932E+02     -0.933E+01      0.183E+02
   3968       -0.856E+02     -0.870E+01      0.153E+02
   3969       -0.856E+02     -0.877E+01      0.220E+02
   3970       -0.782E+02     -0.809E+01      0.191E+02
   3971       -0.782E+02     -0.813E+01      0.253E+02
   3972       -0.710E+02     -0.740E+01      0.224E+02
   3973       -0.710E+02     -0.743E+01      0.281E+02
   3974       -0.638E+02     -0.662E+01      0.253E+02
   3975       -0.638E+02     -0.668E+01      0.305E+02
   3976       -0.567E+02     -0.579E+01      0.277E+02
   3977       -0.567E+02     -0.590E+01      0.325E+02
   3978       -0.496E+02     -0.492E+01      0.296E+02
   3979       -0.496E+02     -0.509E+01      0.341E+02
   3980       -0.425E+02     -0.402E+01      0.312E+02
   3981       -0.426E+02     -0.428E+01      0.352E+02
   3982       -0.354E+02     -0.310E+01      0.323E+02
   3983       -0.354E+02     -0.347E+01      0.360E+02
   3984       -0.281E+02     -0.219E+01      0.329E+02
   3985       -0.282E+02     -0.269E+01      0.364E+02
   3986       -0.208E+02     -0.128E+01      0.332E+02
   3987       -0.209E+02     -0.195E+01      0.364E+02
   3988       -0.133E+02     -0.408E+00      0.331E+02
   3989       -0.134E+02     -0.126E+01      0.360E+02
   3990       -0.559E+01      0.418E+00      0.326E+02
   3991       -0.577E+01     -0.637E+00      0.352E+02
   3992        0.229E+01      0.118E+01      0.317E+02
   3993        0.207E+01     -0.982E-01      0.342E+02
   3994        0.104E+02      0.186E+01      0.305E+02
   3995        0.101E+02      0.345E+00      0.328E+02
   3996        0.187E+02      0.243E+01      0.290E+02
   3997        0.184E+02      0.680E+00      0.312E+02
   3998        0.273E+02      0.289E+01      0.272E+02
   3999        0.270E+02      0.899E+00      0.293E+02
   4000        0.362E+02      0.322E+01      0.252E+02
   4001        0.358E+02      0.100E+01      0.272E+02
   4002        0.453E+02      0.340E+01      0.229E+02
   4003        0.449E+02      0.983E+00      0.249E+02
   4004        0.547E+02      0.345E+01      0.205E+02
   4005        0.542E+02      0.856E+00      0.225E+02
   4006        0.642E+02      0.335E+01      0.180E+02
   4007        0.638E+02      0.634E+00      0.199E+02
   4008        0.739E+02      0.313E+01      0.154E+02
   4009        0.735E+02      0.341E+00      0.173E+02
   4010        0.837E+02      0.281E+01      0.128E+02
   4011        0.833E+02      0.505E-02      0.147E+02
   4012        0.936E+02      0.242E+01      0.102E+02
   4013        0.931E+02     -0.339E+00      0.120E+02
   4014        0.103E+03      0.200E+01      0.751E+01
   4015        0.103E+03     -0.653E+00      0.927E+01
   4016        0.113E+03      0.160E+01      0.485E+01
   4017        0.113E+03     -0.896E+00      0.648E+01
   4018        0.123E+03      0.127E+01      0.217E+01
   4019        0.122E+03     -0.103E+01      0.359E+01
   4020        0.132E+03      0.106E+01     -0.579E+00
   4021       -0.112E+03     -0.102E+02      0.444E+01
   4022       -0.104E+03     -0.983E+01      0.144E+01
   4023       -0.104E+03     -0.100E+02      0.965E+01
   4024       -0.962E+02     -0.962E+01      0.678E+01
   4025       -0.962E+02     -0.971E+01      0.144E+02
   4026       -0.889E+02     -0.925E+01      0.116E+02
   4027       -0.889E+02     -0.926E+01      0.187E+02
   4028       -0.818E+02     -0.875E+01      0.160E+02
   4029       -0.818E+02     -0.869E+01      0.225E+02
   4030       -0.749E+02     -0.813E+01      0.198E+02
   4031       -0.749E+02     -0.805E+01      0.259E+02
   4032       -0.681E+02     -0.743E+01      0.232E+02
   4033       -0.681E+02     -0.734E+01      0.288E+02
   4034       -0.614E+02     -0.665E+01      0.261E+02
   4035       -0.614E+02     -0.657E+01      0.312E+02
   4036       -0.547E+02     -0.582E+01      0.286E+02
   4037       -0.547E+02     -0.577E+01      0.333E+02
   4038       -0.481E+02     -0.494E+01      0.306E+02
   4039       -0.481E+02     -0.495E+01      0.349E+02
   4040       -0.414E+02     -0.402E+01      0.321E+02
   4041       -0.414E+02     -0.411E+01      0.360E+02
   4042       -0.347E+02     -0.308E+01      0.332E+02
   4043       -0.347E+02     -0.328E+01      0.368E+02
   4044       -0.278E+02     -0.213E+01      0.339E+02
   4045       -0.279E+02     -0.247E+01      0.371E+02
   4046       -0.209E+02     -0.119E+01      0.342E+02
   4047       -0.209E+02     -0.169E+01      0.371E+02
   4048       -0.137E+02     -0.278E+00      0.340E+02
   4049       -0.139E+02     -0.963E+00      0.366E+02
   4050       -0.644E+01      0.597E+00      0.334E+02
   4051       -0.659E+01     -0.303E+00      0.358E+02
   4052        0.110E+01      0.141E+01      0.325E+02
   4053        0.909E+00      0.273E+00      0.347E+02
   4054        0.889E+01      0.214E+01      0.312E+02
   4055        0.865E+01      0.748E+00      0.332E+02
   4056        0.169E+02      0.277E+01      0.295E+02
   4057        0.167E+02      0.111E+01      0.315E+02
   4058        0.253E+02      0.328E+01      0.276E+02
   4059        0.250E+02      0.134E+01      0.294E+02
   4060        0.340E+02      0.364E+01      0.254E+02
   4061        0.336E+02      0.145E+01      0.272E+02
   4062        0.429E+02      0.385E+01      0.230E+02
   4063        0.425E+02      0.142E+01      0.248E+02
   4064        0.521E+02      0.390E+01      0.205E+02
   4065        0.517E+02      0.126E+01      0.223E+02
   4066        0.616E+02      0.380E+01      0.178E+02
   4067        0.611E+02      0.998E+00      0.196E+02
   4068        0.713E+02      0.354E+01      0.151E+02
   4069        0.708E+02      0.648E+00      0.170E+02
   4070        0.811E+02      0.316E+01      0.124E+02
   4071        0.806E+02      0.246E+00      0.143E+02
   4072        0.909E+02      0.269E+01      0.973E+01
   4073        0.905E+02     -0.166E+00      0.116E+02
   4074        0.101E+03      0.219E+01      0.709E+01
   4075        0.100E+03     -0.542E+00      0.891E+01
   4076        0.110E+03      0.171E+01      0.450E+01
   4077        0.110E+03     -0.834E+00      0.621E+01
   4078        0.120E+03      0.131E+01      0.194E+01
   4079        0.119E+03     -0.996E+00      0.346E+01
   4080        0.129E+03      0.105E+01     -0.646E+00
   4081       -0.106E+03     -0.102E+02      0.443E+01
   4082       -0.984E+02     -0.989E+01      0.167E+01
   4083       -0.984E+02     -0.999E+01      0.982E+01
   4084       -0.913E+02     -0.968E+01      0.718E+01
   4085       -0.913E+02     -0.966E+01      0.147E+02
   4086       -0.845E+02     -0.931E+01      0.122E+02
   4087       -0.845E+02     -0.920E+01      0.191E+02
   4088       -0.779E+02     -0.881E+01      0.166E+02
   4089       -0.779E+02     -0.864E+01      0.230E+02
   4090       -0.715E+02     -0.820E+01      0.206E+02
   4091       -0.714E+02     -0.799E+01      0.265E+02
   4092       -0.652E+02     -0.751E+01      0.240E+02
   4093       -0.651E+02     -0.728E+01      0.294E+02
   4094       -0.589E+02     -0.674E+01      0.270E+02
   4095       -0.589E+02     -0.651E+01      0.319E+02
   4096       -0.527E+02     -0.591E+01      0.295E+02
   4097       -0.527E+02     -0.570E+01      0.340E+02
   4098       -0.465E+02     -0.502E+01      0.316E+02
   4099       -0.465E+02     -0.487E+01      0.356E+02
   4100       -0.403E+02     -0.410E+01      0.331E+02
   4101       -0.402E+02     -0.401E+01      0.368E+02
   4102       -0.340E+02     -0.315E+01      0.343E+02
   4103       -0.340E+02     -0.316E+01      0.376E+02
   4104       -0.275E+02     -0.218E+01      0.349E+02
   4105       -0.276E+02     -0.231E+01      0.379E+02
   4106       -0.210E+02     -0.120E+01      0.351E+02
   4107       -0.211E+02     -0.150E+01      0.378E+02
   4108       -0.143E+02     -0.244E+00      0.349E+02
   4109       -0.144E+02     -0.728E+00      0.373E+02
   4110       -0.736E+01      0.685E+00      0.343E+02
   4111       -0.748E+01     -0.212E-01      0.365E+02
   4112       -0.185E+00      0.156E+01      0.333E+02
   4113       -0.346E+00      0.601E+00      0.352E+02
   4114        0.727E+01      0.236E+01      0.319E+02
   4115        0.706E+01      0.112E+01      0.337E+02
   4116        0.150E+02      0.306E+01      0.301E+02
   4117        0.148E+02      0.152E+01      0.318E+02
   4118        0.231E+02      0.363E+01      0.280E+02
   4119        0.228E+02      0.178E+01      0.296E+02
   4120        0.316E+02      0.405E+01      0.257E+02
   4121        0.312E+02      0.190E+01      0.273E+02
   4122        0.404E+02      0.430E+01      0.231E+02
   4123        0.400E+02      0.187E+01      0.247E+02
   4124        0.495E+02      0.437E+01      0.204E+02
   4125        0.490E+02      0.169E+01      0.220E+02
   4126        0.589E+02      0.427E+01      0.176E+02
   4127        0.584E+02      0.139E+01      0.193E+02
   4128        0.686E+02      0.398E+01      0.148E+02
   4129        0.681E+02      0.984E+00      0.166E+02
   4130        0.784E+02      0.355E+01      0.119E+02
   4131        0.779E+02      0.514E+00      0.138E+02
   4132        0.883E+02      0.301E+01      0.921E+01
   4133        0.878E+02      0.272E-01      0.111E+02
   4134        0.981E+02      0.242E+01      0.658E+01
   4135        0.977E+02     -0.419E+00      0.849E+01
   4136        0.108E+03      0.184E+01      0.406E+01
   4137        0.107E+03     -0.766E+00      0.590E+01
   4138        0.117E+03      0.136E+01      0.164E+01
   4139        0.117E+03     -0.956E+00      0.331E+01
   4140        0.126E+03      0.105E+01     -0.744E+00
   4141       -0.998E+02     -0.101E+02      0.442E+01
   4142       -0.929E+02     -0.996E+01      0.190E+01
   4143       -0.929E+02     -0.994E+01      0.998E+01
   4144       -0.863E+02     -0.975E+01      0.758E+01
   4145       -0.863E+02     -0.961E+01      0.150E+02
   4146       -0.800E+02     -0.938E+01      0.127E+02
   4147       -0.800E+02     -0.916E+01      0.195E+02
   4148       -0.739E+02     -0.890E+01      0.173E+02
   4149       -0.739E+02     -0.860E+01      0.235E+02
   4150       -0.680E+02     -0.831E+01      0.213E+02
   4151       -0.679E+02     -0.797E+01      0.271E+02
   4152       -0.622E+02     -0.763E+01      0.249E+02
   4153       -0.621E+02     -0.727E+01      0.301E+02
   4154       -0.564E+02     -0.688E+01      0.279E+02
   4155       -0.563E+02     -0.651E+01      0.327E+02
   4156       -0.506E+02     -0.607E+01      0.305E+02
   4157       -0.506E+02     -0.571E+01      0.348E+02
   4158       -0.449E+02     -0.521E+01      0.325E+02
   4159       -0.448E+02     -0.487E+01      0.364E+02
   4160       -0.391E+02     -0.429E+01      0.342E+02
   4161       -0.391E+02     -0.400E+01      0.376E+02
   4162       -0.333E+02     -0.333E+01      0.353E+02
   4163       -0.332E+02     -0.313E+01      0.384E+02
   4164       -0.273E+02     -0.235E+01      0.360E+02
   4165       -0.273E+02     -0.225E+01      0.387E+02
   4166       -0.212E+02     -0.134E+01      0.362E+02
   4167       -0.212E+02     -0.140E+01      0.386E+02
   4168       -0.149E+02     -0.338E+00      0.360E+02
   4169       -0.149E+02     -0.578E+00      0.381E+02
   4170       -0.836E+01      0.648E+00      0.353E+02
   4171       -0.844E+01      0.182E+00      0.371E+02
   4172       -0.157E+01      0.159E+01      0.342E+02
   4173       -0.169E+01      0.863E+00      0.358E+02
   4174        0.553E+01      0.247E+01      0.327E+02
   4175        0.536E+01      0.144E+01      0.341E+02
   4176        0.130E+02      0.325E+01      0.308E+02
   4177        0.128E+02      0.189E+01      0.321E+02
   4178        0.208E+02      0.391E+01      0.286E+02
   4179        0.205E+02      0.220E+01      0.299E+02
   4180        0.290E+02      0.441E+01      0.260E+02
   4181        0.287E+02      0.235E+01      0.273E+02
   4182        0.376E+02      0.473E+01      0.233E+02
   4183        0.372E+02      0.233E+01      0.246E+02
   4184        0.467E+02      0.485E+01      0.204E+02
   4185        0.462E+02      0.215E+01      0.218E+02
   4186        0.560E+02      0.476E+01      0.174E+02
   4187        0.555E+02      0.181E+01      0.189E+02
   4188        0.657E+02      0.446E+01      0.144E+02
   4189        0.652E+02      0.135E+01      0.161E+02
   4190        0.756E+02      0.399E+01      0.114E+02
   4191        0.751E+02      0.809E+00      0.133E+02
   4192        0.856E+02      0.337E+01      0.860E+01
   4193        0.851E+02      0.243E+00      0.106E+02
   4194        0.956E+02      0.269E+01      0.596E+01
   4195        0.951E+02     -0.282E+00      0.801E+01
   4196        0.105E+03      0.200E+01      0.352E+01
   4197        0.105E+03     -0.692E+00      0.555E+01
   4198        0.115E+03      0.143E+01      0.126E+01
   4199        0.114E+03     -0.915E+00      0.316E+01
   4200        0.124E+03      0.105E+01     -0.878E+00
   4201       -0.935E+02     -0.101E+02      0.440E+01
   4202       -0.872E+02     -0.100E+02      0.214E+01
   4203       -0.872E+02     -0.989E+01      0.101E+02
   4204       -0.812E+02     -0.983E+01      0.798E+01
   4205       -0.812E+02     -0.957E+01      0.153E+02
   4206       -0.755E+02     -0.948E+01      0.132E+02
   4207       -0.754E+02     -0.914E+01      0.199E+02
   4208       -0.699E+02     -0.901E+01      0.179E+02
   4209       -0.698E+02     -0.861E+01      0.240E+02
   4210       -0.644E+02     -0.846E+01      0.220E+02
   4211       -0.644E+02     -0.800E+01      0.276E+02
   4212       -0.591E+02     -0.782E+01      0.257E+02
   4213       -0.590E+02     -0.732E+01      0.307E+02
   4214       -0.538E+02     -0.711E+01      0.288E+02
   4215       -0.537E+02     -0.659E+01      0.333E+02
   4216       -0.485E+02     -0.634E+01      0.314E+02
   4217       -0.485E+02     -0.580E+01      0.355E+02
   4218       -0.433E+02     -0.551E+01      0.335E+02
   4219       -0.432E+02     -0.497E+01      0.372E+02
   4220       -0.380E+02     -0.461E+01      0.352E+02
   4221       -0.379E+02     -0.410E+01      0.384E+02
   4222       -0.326E+02     -0.366E+01      0.364E+02
   4223       -0.325E+02     -0.321E+01      0.392E+02
   4224       -0.270E+02     -0.267E+01      0.371E+02
   4225       -0.270E+02     -0.231E+01      0.395E+02
   4226       -0.214E+02     -0.165E+01      0.373E+02
   4227       -0.213E+02     -0.142E+01      0.394E+02
   4228       -0.155E+02     -0.601E+00      0.370E+02
   4229       -0.155E+02     -0.547E+00      0.388E+02
   4230       -0.943E+01      0.445E+00      0.363E+02
   4231       -0.945E+01      0.276E+00      0.379E+02
   4232       -0.304E+01      0.147E+01      0.351E+02
   4233       -0.311E+01      0.103E+01      0.365E+02
   4234        0.368E+01      0.244E+01      0.335E+02
   4235        0.355E+01      0.168E+01      0.347E+02
   4236        0.108E+02      0.332E+01      0.315E+02
   4237        0.106E+02      0.220E+01      0.326E+02
   4238        0.183E+02      0.409E+01      0.291E+02
   4239        0.181E+02      0.258E+01      0.301E+02
   4240        0.263E+02      0.469E+01      0.264E+02
   4241        0.260E+02      0.278E+01      0.274E+02
   4242        0.347E+02      0.511E+01      0.235E+02
   4243        0.344E+02      0.279E+01      0.246E+02
   4244        0.437E+02      0.530E+01      0.203E+02
   4245        0.432E+02      0.261E+01      0.216E+02
   4246        0.530E+02      0.526E+01      0.171E+02
   4247        0.525E+02      0.226E+01      0.185E+02
   4248        0.628E+02      0.497E+01      0.139E+02
   4249        0.622E+02      0.175E+01      0.155E+02
   4250        0.728E+02      0.447E+01      0.108E+02
   4251        0.722E+02      0.114E+01      0.127E+02
   4252        0.830E+02      0.379E+01      0.788E+01
   4253        0.824E+02      0.484E+00      0.995E+01
   4254        0.931E+02      0.300E+01      0.523E+01
   4255        0.926E+02     -0.128E+00      0.745E+01
   4256        0.103E+03      0.220E+01      0.287E+01
   4257        0.103E+03     -0.609E+00      0.514E+01
   4258        0.113E+03      0.151E+01      0.796E+00
   4259        0.112E+03     -0.871E+00      0.298E+01
   4260        0.122E+03      0.106E+01     -0.106E+01
   4261       -0.870E+02     -0.100E+02      0.436E+01
   4262       -0.813E+02     -0.101E+02      0.238E+01
   4263       -0.813E+02     -0.984E+01      0.103E+02
   4264       -0.759E+02     -0.991E+01      0.837E+01
   4265       -0.759E+02     -0.955E+01      0.155E+02
   4266       -0.708E+02     -0.959E+01      0.137E+02
   4267       -0.707E+02     -0.915E+01      0.203E+02
   4268       -0.657E+02     -0.917E+01      0.185E+02
   4269       -0.656E+02     -0.866E+01      0.245E+02
   4270       -0.608E+02     -0.866E+01      0.227E+02
   4271       -0.607E+02     -0.809E+01      0.281E+02
   4272       -0.560E+02     -0.809E+01      0.264E+02
   4273       -0.559E+02     -0.746E+01      0.313E+02
   4274       -0.512E+02     -0.744E+01      0.296E+02
   4275       -0.511E+02     -0.676E+01      0.340E+02
   4276       -0.464E+02     -0.673E+01      0.323E+02
   4277       -0.463E+02     -0.601E+01      0.362E+02
   4278       -0.416E+02     -0.595E+01      0.345E+02
   4279       -0.415E+02     -0.520E+01      0.379E+02
   4280       -0.367E+02     -0.509E+01      0.362E+02
   4281       -0.366E+02     -0.434E+01      0.392E+02
   4282       -0.318E+02     -0.418E+01      0.374E+02
   4283       -0.317E+02     -0.345E+01      0.400E+02
   4284       -0.268E+02     -0.319E+01      0.382E+02
   4285       -0.267E+02     -0.253E+01      0.404E+02
   4286       -0.216E+02     -0.216E+01      0.384E+02
   4287       -0.215E+02     -0.160E+01      0.402E+02
   4288       -0.162E+02     -0.108E+01      0.382E+02
   4289       -0.161E+02     -0.673E+00      0.397E+02
   4290       -0.105E+02      0.291E-01      0.374E+02
   4291       -0.105E+02      0.219E+00      0.387E+02
   4292       -0.460E+01      0.113E+01      0.362E+02
   4293       -0.461E+01      0.105E+01      0.372E+02
   4294        0.171E+01      0.221E+01      0.345E+02
   4295        0.164E+01      0.180E+01      0.353E+02
   4296        0.844E+01      0.322E+01      0.324E+02
   4297        0.830E+01      0.242E+01      0.331E+02
   4298        0.156E+02      0.412E+01      0.299E+02
   4299        0.154E+02      0.288E+01      0.305E+02
   4300        0.234E+02      0.486E+01      0.270E+02
   4301        0.231E+02      0.316E+01      0.276E+02
   4302        0.316E+02      0.541E+01      0.238E+02
   4303        0.313E+02      0.323E+01      0.245E+02
   4304        0.404E+02      0.572E+01      0.204E+02
   4305        0.400E+02      0.308E+01      0.213E+02
   4306        0.498E+02      0.575E+01      0.169E+02
   4307        0.493E+02      0.272E+01      0.181E+02
   4308        0.596E+02      0.551E+01      0.134E+02
   4309        0.591E+02      0.218E+01      0.150E+02
   4310        0.699E+02      0.499E+01      0.101E+02
   4311        0.693E+02      0.150E+01      0.120E+02
   4312        0.803E+02      0.425E+01      0.706E+01
   4313        0.797E+02      0.754E+00      0.924E+01
   4314        0.908E+02      0.337E+01      0.437E+01
   4315        0.902E+02      0.460E-01      0.680E+01
   4316        0.101E+03      0.244E+01      0.209E+01
   4317        0.101E+03     -0.518E+00      0.467E+01
   4318        0.111E+03      0.163E+01      0.225E+00
   4319        0.110E+03     -0.824E+00      0.279E+01
   4320        0.120E+03      0.107E+01     -0.129E+01
   4321       -0.803E+02     -0.994E+01      0.431E+01
   4322       -0.753E+02     -0.102E+02      0.263E+01
   4323       -0.753E+02     -0.980E+01      0.103E+02
   4324       -0.706E+02     -0.100E+02      0.874E+01
   4325       -0.705E+02     -0.954E+01      0.158E+02
   4326       -0.660E+02     -0.972E+01      0.142E+02
   4327       -0.659E+02     -0.919E+01      0.206E+02
   4328       -0.615E+02     -0.936E+01      0.191E+02
   4329       -0.614E+02     -0.876E+01      0.248E+02
   4330       -0.571E+02     -0.893E+01      0.234E+02
   4331       -0.570E+02     -0.826E+01      0.286E+02
   4332       -0.528E+02     -0.844E+01      0.271E+02
   4333       -0.527E+02     -0.769E+01      0.318E+02
   4334       -0.485E+02     -0.788E+01      0.304E+02
   4335       -0.483E+02     -0.705E+01      0.345E+02
   4336       -0.442E+02     -0.725E+01      0.331E+02
   4337       -0.440E+02     -0.635E+01      0.368E+02
   4338       -0.399E+02     -0.655E+01      0.354E+02
   4339       -0.397E+02     -0.559E+01      0.386E+02
   4340       -0.355E+02     -0.577E+01      0.372E+02
   4341       -0.353E+02     -0.476E+01      0.399E+02
   4342       -0.310E+02     -0.490E+01      0.385E+02
   4343       -0.309E+02     -0.388E+01      0.408E+02
   4344       -0.265E+02     -0.395E+01      0.393E+02
   4345       -0.263E+02     -0.295E+01      0.412E+02
   4346       -0.218E+02     -0.292E+01      0.396E+02
   4347       -0.216E+02     -0.198E+01      0.411E+02
   4348       -0.169E+02     -0.182E+01      0.394E+02
   4349       -0.167E+02     -0.100E+01      0.406E+02
   4350       -0.117E+02     -0.657E+00      0.386E+02
   4351       -0.116E+02     -0.354E-01      0.395E+02
   4352       -0.623E+01      0.533E+00      0.374E+02
   4353       -0.617E+01      0.894E+00      0.380E+02
   4354       -0.368E+00      0.172E+01      0.357E+02
   4355       -0.364E+00      0.175E+01      0.361E+02
   4356        0.595E+01      0.287E+01      0.334E+02
   4357        0.588E+01      0.249E+01      0.337E+02
   4358        0.128E+02      0.394E+01      0.307E+02
   4359        0.126E+02      0.307E+01      0.310E+02
   4360        0.202E+02      0.486E+01      0.276E+02
   4361        0.200E+02      0.346E+01      0.279E+02
   4362        0.283E+02      0.558E+01      0.242E+02
   4363        0.279E+02      0.363E+01      0.246E+02
   4364        0.370E+02      0.605E+01      0.205E+02
   4365        0.366E+02      0.354E+01      0.212E+02
   4366        0.463E+02      0.622E+01      0.167E+02
   4367        0.458E+02      0.320E+01      0.177E+02
   4368        0.563E+02      0.605E+01      0.130E+02
   4369        0.557E+02      0.264E+01      0.144E+02
   4370        0.668E+02      0.557E+01      0.937E+01
   4371        0.662E+02      0.190E+01      0.112E+02
   4372        0.776E+02      0.478E+01      0.613E+01
   4373        0.770E+02      0.106E+01      0.845E+01
   4374        0.885E+02      0.380E+01      0.336E+01
   4375        0.879E+02      0.243E+00      0.607E+01
   4376        0.991E+02      0.274E+01      0.116E+01
   4377        0.986E+02     -0.415E+00      0.413E+01
   4378        0.109E+03      0.177E+01     -0.473E+00
   4379        0.109E+03     -0.775E+00      0.257E+01
   4380        0.119E+03      0.110E+01     -0.159E+01
   4381       -0.734E+02     -0.988E+01      0.424E+01
   4382       -0.692E+02     -0.103E+02      0.287E+01
   4383       -0.691E+02     -0.977E+01      0.104E+02
   4384       -0.651E+02     -0.101E+02      0.909E+01
   4385       -0.650E+02     -0.956E+01      0.159E+02
   4386       -0.611E+02     -0.989E+01      0.146E+02
   4387       -0.610E+02     -0.928E+01      0.208E+02
   4388       -0.572E+02     -0.960E+01      0.196E+02
   4389       -0.571E+02     -0.892E+01      0.251E+02
   4390       -0.533E+02     -0.927E+01      0.239E+02
   4391       -0.532E+02     -0.851E+01      0.289E+02
   4392       -0.495E+02     -0.889E+01      0.277E+02
   4393       -0.494E+02     -0.803E+01      0.322E+02
   4394       -0.457E+02     -0.845E+01      0.311E+02
   4395       -0.455E+02     -0.748E+01      0.350E+02
   4396       -0.419E+02     -0.794E+01      0.339E+02
   4397       -0.417E+02     -0.686E+01      0.374E+02
   4398       -0.380E+02     -0.735E+01      0.362E+02
   4399       -0.378E+02     -0.616E+01      0.393E+02
   4400       -0.342E+02     -0.667E+01      0.381E+02
   4401       -0.339E+02     -0.539E+01      0.407E+02
   4402       -0.302E+02     -0.588E+01      0.395E+02
   4403       -0.300E+02     -0.453E+01      0.416E+02
   4404       -0.261E+02     -0.499E+01      0.404E+02
   4405       -0.259E+02     -0.361E+01      0.420E+02
   4406       -0.219E+02     -0.399E+01      0.408E+02
   4407       -0.217E+02     -0.262E+01      0.420E+02
   4408       -0.175E+02     -0.288E+01      0.406E+02
   4409       -0.173E+02     -0.159E+01      0.415E+02
   4410       -0.129E+02     -0.168E+01      0.399E+02
   4411       -0.127E+02     -0.547E+00      0.405E+02
   4412       -0.791E+01     -0.408E+00      0.387E+02
   4413       -0.776E+01      0.489E+00      0.389E+02
   4414       -0.254E+01      0.903E+00      0.369E+02
   4415       -0.244E+01      0.147E+01      0.369E+02
   4416        0.332E+01      0.221E+01      0.346E+02
   4417        0.334E+01      0.236E+01      0.345E+02
   4418        0.974E+01      0.347E+01      0.318E+02
   4419        0.968E+01      0.310E+01      0.316E+02
   4420        0.168E+02      0.460E+01      0.285E+02
   4421        0.167E+02      0.364E+01      0.283E+02
   4422        0.246E+02      0.555E+01      0.248E+02
   4423        0.244E+02      0.394E+01      0.248E+02
   4424        0.332E+02      0.624E+01      0.208E+02
   4425        0.328E+02      0.396E+01      0.211E+02
   4426        0.426E+02      0.660E+01      0.166E+02
   4427        0.421E+02      0.368E+01      0.173E+02
   4428        0.527E+02      0.659E+01      0.125E+02
   4429        0.522E+02      0.312E+01      0.137E+02
   4430        0.635E+02      0.617E+01      0.860E+01
   4431        0.629E+02      0.233E+01      0.104E+02
   4432        0.748E+02      0.538E+01      0.510E+01
   4433        0.741E+02      0.140E+01      0.756E+01
   4434        0.862E+02      0.431E+01      0.220E+01
   4435        0.856E+02      0.469E+00      0.523E+01
   4436        0.975E+02      0.310E+01      0.459E-01
   4437        0.969E+02     -0.299E+00      0.350E+01
   4438        0.108E+03      0.196E+01     -0.132E+01
   4439        0.108E+03     -0.722E+00      0.233E+01
   4440        0.118E+03      0.115E+01     -0.197E+01
   4441       -0.664E+02     -0.982E+01      0.414E+01
   4442       -0.630E+02     -0.104E+02      0.310E+01
   4443       -0.629E+02     -0.975E+01      0.104E+02
   4444       -0.595E+02     -0.102E+02      0.939E+01
   4445       -0.594E+02     -0.961E+01      0.160E+02
   4446       -0.562E+02     -0.101E+02      0.150E+02
   4447       -0.560E+02     -0.941E+01      0.209E+02
   4448       -0.528E+02     -0.990E+01      0.200E+02
   4449       -0.527E+02     -0.917E+01      0.253E+02
   4450       -0.495E+02     -0.969E+01      0.244E+02
   4451       -0.494E+02     -0.887E+01      0.292E+02
   4452       -0.462E+02     -0.946E+01      0.282E+02
   4453       -0.460E+02     -0.851E+01      0.325E+02
   4454       -0.429E+02     -0.917E+01      0.316E+02
   4455       -0.427E+02     -0.808E+01      0.354E+02
   4456       -0.395E+02     -0.882E+01      0.345E+02
   4457       -0.393E+02     -0.756E+01      0.378E+02
   4458       -0.362E+02     -0.838E+01      0.370E+02
   4459       -0.359E+02     -0.696E+01      0.398E+02
   4460       -0.327E+02     -0.783E+01      0.390E+02
   4461       -0.325E+02     -0.627E+01      0.413E+02
